TEAM,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,POSTSEASON,SEED,YEAR,conf_A10,conf_ACC,conf_AE,conf_ASun,conf_Amer,conf_B10,conf_B12,conf_BE,conf_BSky,conf_BSth,conf_BW,conf_CAA,conf_CUSA,conf_Horz,conf_Ivy,conf_MAAC,conf_MAC,conf_MEAC,conf_MVC,conf_MWC,conf_NEC,conf_OVC,conf_P12,conf_Pat,conf_SB,conf_SC,conf_SEC,conf_SWAC,conf_Slnd,conf_Sum,conf_WAC,conf_WCC,OFF_DEF_RATIO,EFFICIENCY_GROUP,LOG_GAMES
Cal St. Fullerton,30,0.3461538461538461,0.296103896103896,0.6044303797468356,0.4675,48.9,51.1,17.9,20.2,29.1,28.2,34.8,25.7,48.4,48.4,33.4,37.3,66.0,-5.0,R64,15.0,2022,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4898891684231995,Low,3.4339872044851463
Georgia St.,26,0.2307692307692307,0.2935064935064937,0.4556962025316458,0.5983,44.7,50.0,16.6,22.1,32.5,31.0,30.4,33.2,42.5,46.2,32.4,37.5,67.3,-5.1,R64,16.0,2022,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.6440836940836943,Low,3.295836866004329
Bryant,31,0.3846153846153847,0.3194805194805195,0.6360759493670884,0.4651,49.6,47.6,19.0,16.6,32.8,31.7,32.7,25.2,52.8,47.0,30.3,32.5,72.3,-4.8,R68,16.0,2022,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.5022678813723591,Medium,3.4657359027997265
Wright St.,35,0.3846153846153847,0.3688311688311687,0.7025316455696204,0.4613,51.7,51.4,17.7,18.5,31.0,30.1,31.6,26.1,52.5,51.9,33.4,33.8,68.8,-8.4,R64,16.0,2022,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5250029250029247,Medium,3.58351893845611
Texas Southern,32,0.2692307692307693,0.1480519480519482,0.4588607594936711,0.4356,48.2,45.3,21.4,17.3,33.0,28.0,33.6,33.4,48.6,45.1,31.4,30.4,68.1,-6.8,R64,16.0,2022,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.322651141961487,Low,3.4965075614664802
Norfolk St.,28,0.4615384615384615,0.2623376623376625,0.6012658227848102,0.4342,50.9,45.8,20.1,18.4,30.1,27.8,38.3,33.5,50.8,47.1,34.0,29.5,67.0,-3.1,R64,16.0,2022,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4363089542036912,Low,3.367295829986474
Texas A&M Corpus Chris,31,0.4230769230769231,0.1506493506493509,0.5949367088607596,0.3223,47.2,49.0,19.7,22.6,34.0,28.8,38.0,42.3,46.9,50.3,31.8,31.5,69.2,-7.6,R68,16.0,2022,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.2532191213042281,Low,3.4657359027997265
Kansas,36,0.6153846153846155,0.6025974025974028,0.2626582278481013,0.9177,52.6,47.0,17.5,20.2,28.7,28.7,29.8,31.1,53.0,47.2,34.7,31.0,69.0,10.1,R32,1.0,2023,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.2942262556720396,High,3.6109179126442243
Purdue,35,0.6538461538461539,0.7090909090909094,0.306962025316456,0.9333,51.8,47.2,17.2,15.4,38.4,23.5,37.2,19.2,54.1,47.2,32.2,31.3,63.9,9.4,R64,1.0,2023,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.310028116213682,High,3.58351893845611
Alabama,37,0.7307692307692307,0.6623376623376624,0.1582278481012657,0.9548,52.1,41.3,18.7,15.8,34.2,27.9,36.6,32.6,53.8,40.8,33.5,28.3,72.6,10.2,S16,1.0,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4.18597402597403,High,3.6375861597263857
Houston,37,0.8076923076923078,0.6935064935064936,0.1993670886075946,0.9532,52.3,42.7,15.4,21.1,37.1,27.7,28.9,35.7,53.1,43.4,34.0,27.9,63.4,8.0,S16,1.0,2023,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.478540507111942,High,3.6375861597263857
Texas,38,0.6538461538461539,0.6623376623376624,0.2468354430379746,0.9371,53.3,48.1,16.3,22.1,28.3,29.0,30.5,33.7,54.0,47.9,34.7,32.4,68.5,7.5,E8,2.0,2023,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.6833166833166846,High,3.6635616461296463
Marquette,36,0.6538461538461539,0.7298701298701302,0.3797468354430382,0.9197,56.0,51.0,15.3,22.5,26.2,31.7,27.0,29.1,58.2,50.3,35.3,34.7,68.4,7.8,R32,2.0,2023,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.9219913419913417,High,3.6109179126442243
Arizona,35,0.6153846153846155,0.7480519480519483,0.3607594936708862,0.9292,56.5,47.1,18.4,16.9,30.7,26.1,35.8,25.5,56.4,46.2,37.8,32.3,72.2,7.6,R64,2.0,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2.0735475051264523,High,3.58351893845611
UCLA,37,0.7307692307692307,0.6311688311688313,0.1424050632911391,0.9528,51.1,46.8,14.9,23.3,33.0,28.2,27.4,27.5,50.6,46.9,34.9,31.1,66.1,8.4,S16,2.0,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,4.432207792207797,High,3.6375861597263857
Kansas St.,36,0.5384615384615384,0.5714285714285712,0.3386075949367089,0.8803,52.3,48.1,19.3,21.0,29.9,30.3,36.1,36.3,52.8,49.2,34.3,30.8,69.8,4.2,E8,3.0,2023,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.6875834445927895,Medium,3.6109179126442243
Gonzaga,36,0.7307692307692307,0.8467532467532468,0.4746835443037973,0.9251,57.6,51.4,14.8,17.8,31.2,25.6,34.1,26.0,58.2,50.6,37.5,35.2,70.1,6.6,E8,3.0,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.7838268398268406,High,3.6109179126442243
Baylor,34,0.4230769230769231,0.807792207792208,0.5253164556962022,0.8991,53.2,51.6,17.9,19.9,34.4,30.9,36.8,31.3,51.6,53.3,36.8,32.5,66.9,5.2,R32,3.0,2023,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.537724925676734,High,3.5553480614894135
Xavier,37,0.576923076923077,0.7116883116883117,0.4588607594936711,0.889,55.2,50.3,17.2,16.2,30.8,25.0,31.4,27.0,53.8,48.6,39.0,35.8,70.5,5.4,S16,3.0,2023,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.5509896999552164,High,3.6375861597263857
Connecticut,39,0.7307692307692307,0.8025974025974025,0.2278481012658226,0.9643,53.9,44.4,18.9,18.5,38.5,26.1,30.8,37.8,53.6,44.4,36.3,29.7,66.7,5.0,Champions,4.0,2023,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.522510822510825,High,3.6888794541139363
Indiana,35,0.4230769230769231,0.5844155844155843,0.4082278481012662,0.8557,53.5,47.2,16.8,16.3,28.1,29.0,29.5,29.8,53.0,45.4,36.8,33.4,67.9,3.4,R32,4.0,2023,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.4315916641498019,Medium,3.58351893845611
Virginia,33,0.5,0.5038961038961038,0.3164556962025315,0.8591,51.2,48.3,13.6,19.5,25.6,24.9,34.7,26.3,50.4,46.4,35.0,34.1,61.3,4.1,R64,4.0,2023,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.5923116883116888,Medium,3.5263605246161616
Tennessee,36,0.5,0.535064935064935,0.1107594936708862,0.9401,49.9,42.8,18.1,22.2,36.4,26.9,30.7,33.8,50.3,45.1,32.8,26.5,65.1,2.8,S16,4.0,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4.830871985157694,Medium,3.6109179126442243
San Diego St.,38,0.7692307692307693,0.5246753246753246,0.1740506329113924,0.9205,49.3,46.5,17.3,19.1,31.6,26.1,33.2,30.2,48.4,49.3,34.0,28.3,65.7,5.7,2ND,5.0,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3.0144982290436837,Medium,3.6635616461296463
Miami FL,37,0.6538461538461539,0.7402597402597402,0.5348101265822787,0.8715,54.3,51.2,16.1,18.1,31.8,28.8,30.7,24.0,53.8,51.8,36.8,33.5,68.6,3.7,F4,5.0,2023,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.3841543072312297,High,3.6375861597263857
Saint Mary's,34,0.576923076923077,0.5584415584415585,0.2056962025316453,0.9213,52.0,47.1,16.4,19.2,32.6,21.9,32.0,29.9,50.8,45.7,36.1,33.3,61.9,3.4,R32,5.0,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2.7148851148851185,Medium,3.5553480614894135
Duke,36,0.576923076923077,0.5896103896103897,0.2816455696202533,0.9072,51.1,46.0,18.3,16.5,35.9,26.1,29.9,23.7,51.5,46.2,33.5,30.5,64.9,4.5,R32,5.0,2023,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0934481249087984,Medium,3.6109179126442243
Creighton,37,0.4615384615384615,0.633766233766234,0.2911392405063293,0.9177,54.2,47.1,16.6,13.9,25.3,23.5,28.4,19.7,55.1,45.7,35.4,33.6,67.7,2.2,E8,6.0,2023,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.1768492377188022,High,3.6375861597263857
Kentucky,34,0.3846153846153847,0.651948051948052,0.4335443037974684,0.8738,50.6,48.6,17.4,16.6,39.2,25.0,31.9,29.9,50.0,48.6,34.7,32.4,65.8,1.6,R32,6.0,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.5037633898947769,High,3.5553480614894135
TCU,35,0.3846153846153847,0.5480519480519481,0.3354430379746835,0.8704,50.0,48.1,16.7,21.6,32.2,30.5,34.1,30.1,51.5,49.2,31.0,30.8,69.7,2.2,R32,6.0,2023,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.6338152413624116,Medium,3.58351893845611
Iowa St.,33,0.2692307692307693,0.4259740259740261,0.2183544303797471,0.8678,49.9,49.9,19.6,25.0,33.9,26.5,27.9,40.8,50.0,49.2,33.1,33.7,64.0,2.4,R64,6.0,2023,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.9508375682288708,Medium,3.5263605246161616
Northwestern,34,0.3846153846153847,0.4961038961038961,0.29746835443038,0.8642,47.3,48.4,14.7,21.3,28.6,27.7,29.7,31.6,46.7,46.8,32.1,33.8,64.5,1.6,R32,7.0,2023,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.6677535230726706,Medium,3.5553480614894135
Missouri,35,0.5,0.6987012987012986,0.6487341772151898,0.7939,55.0,52.3,15.8,24.0,26.3,37.2,29.1,34.2,55.8,52.2,36.0,35.0,68.9,3.5,R32,7.0,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0770224897054166,High,3.58351893845611
Texas A&M,35,0.5,0.6025974025974028,0.3702531645569622,0.8808,48.8,48.2,18.3,20.9,36.7,30.4,45.1,34.7,48.8,47.2,32.6,33.0,66.0,3.7,R64,7.0,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.6275280275280273,High,3.58351893845611
Michigan St.,34,0.3461538461538461,0.6181818181818186,0.3924050632911395,0.8771,51.7,48.6,16.4,14.8,27.6,25.2,27.2,28.0,48.2,48.7,39.3,32.4,64.6,2.4,S16,7.0,2023,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.575366568914956,High,3.5553480614894135
Maryland,35,0.3846153846153847,0.5714285714285712,0.3734177215189871,0.8658,50.8,47.7,16.5,18.4,30.0,28.1,34.3,28.4,51.8,47.4,32.8,32.3,64.3,1.0,R32,8.0,2023,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.530266343825666,Medium,3.58351893845611
Iowa,33,0.2692307692307693,0.7610389610389614,0.6297468354430382,0.8385,51.7,53.3,14.0,18.2,32.1,27.4,32.3,23.8,52.1,52.5,34.0,36.6,69.6,0.3,R64,8.0,2023,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.2084839783332246,High,3.5263605246161616
Memphis,35,0.5384615384615384,0.6441558441558444,0.3481012658227849,0.903,53.0,46.7,18.3,20.8,31.2,32.7,35.4,34.4,53.1,47.1,35.3,30.8,71.0,4.7,R64,8.0,2023,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.8504840613931526,High,3.58351893845611
Arkansas,36,0.3846153846153847,0.5532467532467535,0.2943037974683542,0.8894,50.9,47.2,18.1,20.5,30.8,27.9,39.3,39.5,52.5,47.4,31.3,31.1,69.5,0.4,S16,8.0,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.879849183074992,Medium,3.6109179126442243
Florida Atlantic,37,0.8846153846153847,0.6077922077922078,0.3734177215189871,0.8815,54.3,46.1,16.9,17.7,31.4,25.4,29.6,26.3,53.8,44.7,36.6,32.4,67.5,4.7,F4,9.0,2023,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.6276469293418456,High,3.6375861597263857
Auburn,34,0.3461538461538461,0.5844155844155843,0.3449367088607595,0.8829,49.5,45.7,17.7,18.9,32.8,32.4,36.3,38.9,50.7,47.0,31.5,28.8,67.6,1.1,R32,9.0,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.6942690337185746,Medium,3.5553480614894135
West Virginia,34,0.2692307692307693,0.6909090909090909,0.4272151898734178,0.8933,51.5,50.9,18.5,20.9,34.0,29.3,39.4,38.7,50.9,50.8,35.0,34.0,68.4,1.5,R64,9.0,2023,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.6172390572390571,High,3.5553480614894135
Illinois,33,0.3076923076923077,0.4753246753246753,0.3607594936708862,0.8216,51.4,46.7,18.4,18.5,31.6,26.7,34.3,30.1,55.1,45.1,30.8,33.4,69.8,0.9,R64,9.0,2023,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.3175666438824327,Medium,3.5263605246161616
Penn St.,37,0.4230769230769231,0.6987012987012986,0.528481012658228,0.8547,55.4,49.1,13.7,13.1,19.2,25.6,21.3,25.5,53.1,49.2,38.7,32.7,64.3,1.3,R32,10.0,2023,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.322093475386888,High,3.6375861597263857
USC,33,0.3846153846153847,0.5506493506493508,0.4240506329113924,0.8298,51.2,45.4,18.1,17.9,28.8,32.7,33.2,30.2,51.0,42.7,34.5,33.4,68.0,2.1,R64,10.0,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.2985462298895138,Medium,3.5263605246161616
Boise St.,33,0.4615384615384615,0.5064935064935066,0.3670886075949364,0.8361,51.6,47.5,16.6,17.5,27.2,24.0,30.3,27.6,50.6,48.0,35.6,31.2,66.3,2.1,R64,10.0,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.3797581728616224,Medium,3.5263605246161616
Utah St.,34,0.5384615384615384,0.6441558441558444,0.4430379746835444,0.867,55.5,48.1,17.6,15.8,27.4,24.5,34.9,30.3,54.5,46.2,37.9,34.5,68.6,2.9,R64,10.0,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.4539517625231912,High,3.5553480614894135
Pittsburgh,36,0.4615384615384615,0.5844155844155843,0.5569620253164556,0.7743,52.5,48.5,16.3,16.6,29.5,28.6,32.9,30.4,51.4,48.2,36.0,32.6,67.2,-0.3,R32,11.0,2023,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0492916174734357,Medium,3.6109179126442243
Providence,33,0.3461538461538461,0.6311688311688313,0.5443037974683547,0.8128,51.1,49.7,16.8,16.9,34.7,27.3,36.3,25.4,50.8,49.2,34.6,33.8,66.8,1.3,R64,11.0,2023,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.1595892479613408,High,3.5263605246161616
North Carolina St.,34,0.4230769230769231,0.5974025974025974,0.4810126582278484,0.8272,51.5,49.8,13.5,18.8,30.4,26.2,25.3,34.0,51.1,50.9,34.7,31.6,69.2,1.1,R64,11.0,2023,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.2419685577580306,Medium,3.5553480614894135
Arizona St.,36,0.4230769230769231,0.4623376623376627,0.3481012658227849,0.8207,48.4,46.5,16.8,20.1,29.2,31.5,31.2,33.5,48.5,43.6,32.2,34.1,68.1,1.2,R64,11.0,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.3281700118063762,Medium,3.6109179126442243
Mississippi St.,34,0.3461538461538461,0.3324675324675326,0.2468354430379746,0.7985,46.7,46.2,19.4,21.7,35.5,28.6,33.8,27.6,50.4,45.8,26.6,31.1,63.6,0.4,R68,11.0,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.3469197469197478,Medium,3.5553480614894135
Nevada,32,0.3846153846153847,0.4961038961038961,0.490506329113924,0.7542,50.7,49.8,15.3,18.5,22.8,24.9,39.1,31.8,50.2,50.0,34.4,33.0,65.9,0.7,R68,11.0,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0114118139924593,Medium,3.4965075614664802
Drake,34,0.576923076923077,0.4727272727272726,0.3670886075949364,0.8155,52.9,46.9,15.5,17.5,23.8,22.4,28.4,27.4,51.9,46.9,36.4,31.3,66.3,-0.7,R64,12.0,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.2877742946708473,Medium,3.5553480614894135
VCU,35,0.576923076923077,0.3870129870129872,0.29746835443038,0.8026,52.0,46.9,19.6,23.9,28.9,30.0,41.6,31.1,51.9,46.4,34.8,31.9,67.9,1.0,R64,12.0,2023,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.3010223818734452,Medium,3.58351893845611
Oral Roberts,31,0.6923076923076924,0.5506493506493508,0.5569620253164556,0.7487,55.4,48.6,13.3,17.4,24.5,27.7,24.2,21.7,55.9,46.8,36.5,34.3,70.2,1.6,R64,12.0,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.9886658795749711,Medium,3.4657359027997265
College of Charleston,34,0.7307692307692307,0.4883116883116885,0.4335443037974684,0.7865,51.1,47.9,16.7,19.3,34.6,25.4,32.7,24.9,52.5,49.1,33.0,30.1,71.0,1.7,R64,12.0,2023,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.126324770120391,Medium,3.5553480614894135
Furman,33,0.6153846153846155,0.5740259740259743,0.6582278481012658,0.6984,55.0,50.7,15.7,18.2,28.9,27.3,34.8,31.9,58.3,51.5,34.1,32.7,68.2,-2.0,R32,13.0,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.8720779220779226,Medium,3.5263605246161616
Louisiana Lafayette,31,0.5384615384615384,0.5246753246753246,0.5569620253164556,0.7299,52.8,50.5,17.7,18.4,33.3,26.3,37.0,34.2,51.9,49.3,36.5,35.6,68.4,-0.5,R64,13.0,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.9420306965761512,Medium,3.4657359027997265
Iona,35,0.576923076923077,0.5116883116883115,0.45253164556962,0.7909,51.6,46.3,15.1,20.7,31.6,30.8,29.0,30.9,50.4,47.1,36.2,29.7,68.5,-1.7,R64,13.0,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.1307238216329127,Medium,3.58351893845611
Kent St.,33,0.6153846153846155,0.4259740259740261,0.4113924050632911,0.756,50.8,47.3,16.3,22.3,31.3,30.2,31.5,38.1,51.4,47.9,33.2,31.0,67.8,0.8,R64,13.0,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.035444555444556,Medium,3.5263605246161616
Grand Canyon,33,0.4615384615384615,0.5376623376623377,0.6962025316455698,0.6388,52.8,47.5,18.1,15.1,30.2,30.4,36.9,33.2,50.4,47.1,37.6,32.3,64.9,-3.8,R64,14.0,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.7722786304604485,Medium,3.5263605246161616
Montana St.,33,0.5,0.3766233766233764,0.4493670886075951,0.6871,51.0,49.8,17.8,20.1,25.7,25.4,44.0,35.1,52.6,48.8,31.8,34.6,66.3,-2.7,R64,14.0,2023,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8381196268520205,Medium,3.5263605246161616
Kennesaw St.,32,0.5384615384615384,0.3896103896103895,0.5158227848101267,0.6428,52.7,51.1,17.8,19.5,27.3,25.4,35.9,36.8,51.2,50.6,36.8,34.5,68.4,-1.4,R64,14.0,2023,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.755318301330571,Medium,3.4965075614664802
UC Santa Barbara,33,0.576923076923077,0.5038961038961038,0.6867088607594938,0.6126,54.1,50.1,17.0,18.5,26.3,26.1,34.4,29.2,54.8,49.3,34.8,34.6,64.4,-1.5,R64,14.0,2023,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7337841881620681,Medium,3.5263605246161616
Vermont,33,0.4230769230769231,0.4961038961038961,0.5854430379746836,0.6873,54.8,51.0,14.3,16.6,19.2,22.3,28.1,26.9,55.4,50.1,36.0,35.1,64.5,-3.8,R64,15.0,2023,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8473990873990874,Medium,3.5263605246161616
Colgate,34,0.5384615384615384,0.5688311688311689,0.6993670886075947,0.6607,58.2,52.2,15.0,17.6,25.0,24.5,27.3,20.2,56.9,51.5,40.5,35.6,67.5,-3.7,R64,15.0,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8133513545278256,Medium,3.5553480614894135
UNC Asheville,33,0.576923076923077,0.3038961038961036,0.6170886075949369,0.4657,53.6,48.3,20.1,17.8,25.7,29.1,40.9,26.8,51.1,49.5,38.6,30.6,68.2,-1.9,R64,15.0,2023,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.49246753246753183,Medium,3.5263605246161616
Princeton,30,0.4230769230769231,0.4805194805194803,0.537974683544304,0.7083,52.2,48.4,16.5,14.7,28.1,22.6,30.4,28.1,53.3,48.1,33.7,32.7,67.0,-3.2,S16,15.0,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8932009167303278,Medium,3.4339872044851463
Fairleigh Dickinson,35,0.3461538461538461,0.4025974025974026,0.9715189873417724,0.2909,51.3,54.7,16.3,21.1,30.9,29.3,28.0,33.9,51.1,55.8,34.3,35.3,68.6,-12.2,R32,16.0,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.41439993231524164,Medium,3.58351893845611
Northern Kentucky,33,0.3846153846153847,0.3116883116883118,0.5506329113924053,0.5349,49.1,51.3,17.3,23.3,31.6,33.0,26.9,30.5,47.4,49.3,34.3,36.4,61.9,-6.7,R64,16.0,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5660546350201522,Medium,3.5263605246161616
